Postcode,Dwelling Type,FQ_Sales_Price,Median_Sales_Price,TQ_Sales_Price,Mean_Sales_Price,Sales_No,Qtly_Median_Change,Annual_Median_Change,Qtly_Count_Change,Annual_Count_Change,Year,Quarter
2488,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2488,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2489,Total,966,1283,1606,1317,-,-14.50%,16.59%,-35.14%,-52.94%,2022,Q2
2489,Non Strata,1320,1600,1690,1551,-,-6.57%,33.24%,-16.67%,-53.12%,2022,Q2
2489,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2490,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2490,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2500,Total,645,794,1093,943,204,4.44%,6.69%,-7.69%,-38.55%,2022,Q2
2500,Non Strata,1035,1200,1600,1443,61,0.00%,9.34%,27.08%,-23.75%,2022,Q2
2500,Strata,598,700,805,729,143,-0.71%,7.69%,-17.34%,-43.25%,2022,Q2
2502,Total,703,820,983,852,35,0.37%,30.68%,-5.41%,-23.91%,2022,Q2
2502,Non Strata,715,845,1000,873,33,3.24%,32.03%,-8.33%,-15.38%,2022,Q2
2502,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2505,Total,871,1040,1325,1124,-,18.18%,76.57%,-7.69%,-45.45%,2022,Q2
2505,Non Strata,871,1040,1325,1124,-,17.51%,32.91%,0.00%,-14.29%,2022,Q2
2506,Total,690,718,777,726,-,-5.48%,10.51%,-40.00%,-53.85%,2022,Q2
2506,Non Strata,690,718,777,726,-,-6.71%,6.82%,-37.93%,-47.06%,2022,Q2
2508,Total,1061,1290,1574,1406,32,6.61%,13.16%,60.00%,-21.95%,2022,Q2
2508,Non Strata,1250,1340,1720,1543,-,6.99%,5.51%,38.89%,-24.24%,2022,Q2
2508,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2515,Total,1545,1915,2205,1897,35,-3.65%,7.89%,9.38%,-35.19%,2022,Q2
2515,Non Strata,1778,2095,2240,2021,-,-6.89%,-3.68%,30.43%,-23.08%,2022,Q2
2515,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2516,Total,1517,1800,2700,2335,-,5.88%,33.33%,-17.39%,-24.00%,2022,Q2
2516,Non Strata,1517,1800,2700,2335,-,3.15%,16.13%,-9.52%,0.00%,2022,Q2
2517,Total,988,1335,1585,1346,40,-0.48%,30.88%,-28.57%,-34.43%,2022,Q2
2517,Non Strata,1260,1420,1760,1459,-,-3.89%,13.37%,-22.86%,-28.95%,2022,Q2
2517,Strata,875,925,1150,1112,-,9.47%,25.85%,-38.10%,-43.48%,2022,Q2
2518,Total,730,885,1141,940,67,-12.51%,10.35%,67.50%,-19.28%,2022,Q2
2518,Non Strata,955,1133,1316,1154,36,-15.67%,1.75%,80.00%,-5.26%,2022,Q2
2518,Strata,599,725,752,693,31,6.46%,11.54%,55.00%,-31.11%,2022,Q2
2519,Total,924,1110,1269,1101,70,1.56%,15.32%,37.25%,-27.08%,2022,Q2
2519,Non Strata,1100,1220,1368,1235,47,5.17%,4.72%,51.61%,-22.95%,2022,Q2
2519,Strata,663,820,978,827,-,12.71%,28.13%,15.00%,-34.29%,2022,Q2
2525,Total,895,975,1100,1019,-,-4.88%,4.28%,11.54%,-17.14%,2022,Q2
2525,Non Strata,961,1000,1226,1098,-,-9.09%,2.56%,14.29%,-11.11%,2022,Q2
2525,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2526,Total,870,948,1306,1081,48,10.17%,17.47%,0.00%,-34.25%,2022,Q2
2526,Non Strata,875,970,1319,1093,46,12.79%,19.75%,0.00%,-33.33%,2022,Q2
2526,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2527,Total,760,840,950,853,101,6.33%,21.96%,-5.61%,-31.76%,2022,Q2
2527,Non Strata,808,860,960,886,83,2.87%,17.73%,3.75%,-28.45%,2022,Q2
2527,Strata,660,705,761,705,-,2.32%,26.57%,-33.33%,-43.75%,2022,Q2
2528,Total,705,830,920,830,65,3.81%,27.69%,-9.72%,-25.29%,2022,Q2
2528,Non Strata,745,855,940,882,49,-1.72%,19.58%,-3.92%,-20.97%,2022,Q2
2528,Strata,561,679,727,671,-,2.03%,21.16%,-23.81%,-36.00%,2022,Q2
2529,Total,810,980,1310,1111,101,-0.51%,11.49%,-11.40%,-34.84%,2022,Q2
2529,Non Strata,948,1200,1553,1252,68,0.63%,26.88%,-24.44%,-44.26%,2022,Q2
2529,Strata,730,765,805,819,33,2.75%,19.53%,37.50%,0.00%,2022,Q2
2530,Total,725,808,950,848,121,-0.31%,17.88%,15.24%,-27.54%,2022,Q2
2530,Non Strata,753,828,970,879,106,-0.30%,14.14%,20.45%,-21.48%,2022,Q2
2530,Strata,590,655,725,629,-,-5.07%,15.42%,-11.76%,-53.12%,2022,Q2
2533,Total,1150,1485,2000,1625,73,0.68%,18.80%,37.74%,-1.35%,2022,Q2
2533,Non Strata,1300,1520,2050,1728,57,-3.80%,20.87%,46.15%,1.79%,2022,Q2
2533,Strata,779,872,1704,1257,-,-5.22%,-3.65%,14.29%,-11.11%,2022,Q2
2534,Total,1399,1905,2448,2075,-,23.70%,17.05%,-35.71%,-55.00%,2022,Q2
2534,Non Strata,1631,1980,2648,2197,-,24.53%,15.12%,-40.74%,-54.29%,2022,Q2
2534,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2535,Total,1306,1635,2118,1728,32,-27.33%,9.00%,3.23%,-31.91%,2022,Q2
2535,Non Strata,1395,1760,2235,1860,-,-21.78%,17.33%,-9.68%,-37.78%,2022,Q2
2535,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2536,Total,680,790,1000,866,121,1.61%,25.40%,-25.31%,-28.40%,2022,Q2
2536,Non Strata,705,865,1034,933,98,2.98%,24.46%,-21.60%,-18.33%,2022,Q2
2536,Strata,450,600,724,582,-,9.09%,16.50%,-37.84%,-53.06%,2022,Q2
2537,Total,740,879,1020,894,61,4.02%,22.94%,-29.89%,-26.51%,2022,Q2
2537,Non Strata,770,948,1054,939,52,10.17%,27.27%,-33.33%,-25.71%,2022,Q2
2537,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2538,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2538,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2539,Total,806,915,1219,1052,114,-16.82%,12.27%,-20.28%,-29.63%,2022,Q2
2539,Non Strata,830,930,1238,1073,107,-20.17%,9.93%,-16.41%,-25.69%,2022,Q2
2539,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2540,Total,712,865,1151,987,201,-3.89%,18.90%,-22.09%,-36.79%,2022,Q2
2540,Non Strata,715,873,1185,996,194,-6.68%,16.33%,-21.46%,-34.01%,2022,Q2
2540,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2541,Total,610,690,795,727,125,-3.16%,23.21%,-13.19%,-38.73%,2022,Q2
2541,Non Strata,625,705,815,747,113,-6.00%,17.50%,-3.42%,-29.37%,2022,Q2
2541,Strata,489,520,596,544,-,-5.45%,22.07%,-55.56%,-72.73%,2022,Q2
2545,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2545,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2546,Total,820,965,1200,1074,45,17.68%,34.40%,-13.46%,-43.04%,2022,Q2
2546,Non Strata,894,1023,1335,1146,40,9.12%,34.16%,11.11%,-35.48%,2022,Q2
2546,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2548,Total,487,630,908,731,71,-22.94%,-3.82%,-4.05%,-10.13%,2022,Q2
2548,Non Strata,900,990,1093,1070,-,6.22%,23.90%,-28.95%,-37.21%,2022,Q2
2548,Strata,418,518,594,522,44,-6.76%,23.95%,22.22%,22.22%,2022,Q2
2549,Total,750,815,1260,1031,-,-18.91%,9.84%,12.50%,-14.29%,2022,Q2
2549,Non Strata,750,815,1260,1031,-,-26.24%,9.32%,28.57%,-10.00%,2022,Q2
2550,Total,580,720,980,784,69,4.35%,23.61%,-12.66%,-31.00%,2022,Q2
2550,Non Strata,585,725,1006,800,66,5.07%,18.85%,-15.38%,-28.26%,2022,Q2
2550,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2551,Total,545,710,885,728,-,0.00%,41.29%,23.53%,-25.00%,2022,Q2
2551,Non Strata,600,738,889,779,-,3.87%,27.16%,28.57%,-21.74%,2022,Q2
2551,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2557,Total,855,1025,1200,1031,61,-10.87%,14.65%,-18.67%,-41.35%,2022,Q2
2557,Non Strata,940,1045,1256,1067,53,-9.52%,14.46%,-26.39%,-44.21%,2022,Q2
2557,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2558,Total,790,860,921,866,-,3.97%,21.99%,66.67%,-23.08%,2022,Q2
2558,Non Strata,809,865,929,880,-,4.57%,21.40%,55.56%,-22.22%,2022,Q2
2558,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2559,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2559,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2560,Total,657,775,880,774,278,-0.77%,15.84%,-8.55%,-28.72%,2022,Q2
2560,Non Strata,750,800,920,850,216,-1.23%,12.83%,-6.49%,-23.40%,2022,Q2
2560,Strata,461,498,575,513,62,-4.33%,5.29%,-15.07%,-42.59%,2022,Q2
2564,Total,556,720,825,720,37,-0.14%,13.39%,-2.63%,-13.95%,2022,Q2
2564,Non Strata,739,825,953,854,-,-10.33%,12.17%,0.00%,-20.83%,2022,Q2
2564,Strata,518,554,619,579,-,2.50%,16.04%,-5.26%,-5.26%,2022,Q2
2565,Total,758,875,1098,913,107,9.38%,15.13%,5.94%,-33.54%,2022,Q2
2565,Non Strata,843,935,1155,1021,83,10.65%,19.87%,5.06%,-34.65%,2022,Q2
2565,Strata,485,540,590,542,-,0.47%,8.76%,9.09%,-29.41%,2022,Q2
2566,Total,766,843,927,846,90,-3.81%,16.23%,16.88%,-15.89%,2022,Q2
2566,Non Strata,810,860,963,902,76,-4.44%,16.14%,10.14%,-16.48%,2022,Q2
2566,Strata,454,526,613,543,-,-3.58%,4.06%,75.00%,-12.50%,2022,Q2
2567,Total,858,1007,1205,1089,131,8.72%,18.47%,-18.13%,-36.41%,2022,Q2
2567,Non Strata,866,1021,1220,1101,126,0.29%,17.98%,-3.08%,-32.62%,2022,Q2
2567,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2568,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2568,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2569,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2569,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2570,Total,878,1040,1225,1107,193,-0.95%,24.55%,-18.91%,-47.41%,2022,Q2
2570,Non Strata,910,1070,1250,1152,177,-0.93%,25.88%,-21.33%,-46.69%,2022,Q2
2570,Strata,533,615,683,608,-,-9.69%,6.03%,23.08%,-54.29%,2022,Q2
2571,Total,801,990,1252,1110,50,-5.71%,10.61%,-12.28%,-31.51%,2022,Q2
2571,Non Strata,813,1015,1286,1143,47,-9.78%,12.78%,-11.32%,-31.88%,2022,Q2
2571,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2572,Total,878,1088,1365,1212,-,24.53%,36.36%,11.11%,-33.33%,2022,Q2
2572,Non Strata,878,1088,1365,1212,-,24.53%,36.36%,11.11%,-33.33%,2022,Q2
2573,Total,694,798,928,849,38,-2.74%,9.25%,80.95%,52.00%,2022,Q2
2573,Non Strata,763,860,990,912,31,4.88%,17.49%,47.62%,34.78%,2022,Q2
2573,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2574,Total,805,895,1025,948,-,-16.94%,9.15%,-42.31%,-21.05%,2022,Q2
2574,Non Strata,805,895,1025,948,-,-16.94%,9.15%,-42.31%,-21.05%,2022,Q2
2575,Total,784,935,1227,1031,72,-14.22%,11.31%,-2.70%,-33.33%,2022,Q2
2575,Non Strata,784,945,1278,1037,68,-8.70%,8.00%,9.68%,-31.31%,2022,Q2
2575,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2576,Total,1300,1800,2588,2108,82,-2.04%,29.96%,13.89%,-30.51%,2022,Q2
2576,Non Strata,1593,1931,2875,2303,70,-12.22%,27.06%,14.75%,-22.22%,2022,Q2
2576,Strata,783,868,996,970,-,-35.74%,15.28%,9.09%,-57.14%,2022,Q2
2577,Total,899,1265,2081,1556,72,5.42%,24.02%,-2.70%,-44.19%,2022,Q2
2577,Non Strata,900,1280,2088,1570,71,5.79%,4.07%,-1.39%,-37.72%,2022,Q2
2577,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2578,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2578,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2579,Total,860,978,1806,1343,-,2.65%,33.48%,50.00%,-25.00%,2022,Q2
2579,Non Strata,860,978,1806,1343,-,2.65%,33.48%,50.00%,-25.00%,2022,Q2
2580,Total,560,647,800,719,145,1.25%,29.40%,-2.68%,-34.09%,2022,Q2
2580,Non Strata,583,650,830,746,133,0.00%,23.81%,-5.00%,-31.09%,2022,Q2
2580,Strata,323,403,495,423,-,16.67%,-7.47%,33.33%,-55.56%,2022,Q2
2581,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2581,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2582,Total,677,908,1203,985,48,14.91%,31.56%,4.35%,-12.73%,2022,Q2
2582,Non Strata,700,935,1268,1002,46,18.39%,34.54%,0.00%,-14.81%,2022,Q2
2582,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2583,Total,426,660,815,722,-,32.00%,50.00%,0.00%,-21.74%,2022,Q2
2583,Non Strata,426,660,815,722,-,32.00%,50.00%,0.00%,-21.74%,2022,Q2
2584,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2584,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2586,Total,363,460,588,484,-,-9.94%,12.88%,40.00%,40.00%,2022,Q2
2586,Non Strata,363,460,588,484,-,-9.94%,12.88%,40.00%,40.00%,2022,Q2
2587,Total,264,320,430,346,-,-0.78%,36.17%,-13.33%,18.18%,2022,Q2
2587,Non Strata,264,320,430,346,-,-0.78%,36.17%,-13.33%,18.18%,2022,Q2
2590,Total,292,350,445,386,33,8.36%,28.44%,-2.94%,-21.43%,2022,Q2
2590,Non Strata,292,350,445,386,33,8.36%,18.24%,-2.94%,-8.33%,2022,Q2
2594,Total,342,440,545,458,50,7.98%,31.34%,4.17%,-27.54%,2022,Q2
2594,Non Strata,342,440,545,458,50,7.98%,28.65%,4.17%,-21.87%,2022,Q2
2619,Total,938,1175,1343,1177,-,1.29%,27.30%,-15.15%,-26.32%,2022,Q2
2619,Non Strata,1105,1190,1368,1205,-,0.42%,12.26%,-7.14%,-18.75%,2022,Q2
2619,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2620,Total,384,688,966,771,248,-4.84%,15.07%,13.76%,-16.22%,2022,Q2
2620,Non Strata,802,961,1256,1083,128,-2.31%,22.11%,4.92%,-30.81%,2022,Q2
2620,Strata,329,375,544,439,120,-13.29%,0.00%,25.00%,8.11%,2022,Q2
2621,Total,1049,1208,1350,1212,32,7.33%,39.60%,39.13%,-5.88%,2022,Q2
2621,Non Strata,1049,1208,1350,1212,32,7.33%,39.60%,39.13%,-5.88%,2022,Q2
2622,Total,602,745,914,804,-,2.76%,12.88%,17.65%,-33.33%,2022,Q2
2622,Non Strata,602,745,914,804,-,2.76%,12.88%,17.65%,-33.33%,2022,Q2
2623,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2623,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2626,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2626,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2627,Total,944,1491,1650,1385,38,14.25%,67.72%,-2.56%,-20.83%,2022,Q2
2627,Non Strata,1487,1655,1988,1712,-,-15.13%,50.11%,-14.29%,-18.18%,2022,Q2
2627,Strata,788,1032,1550,1090,-,7.53%,55.52%,11.11%,-23.08%,2022,Q2
2628,Total,599,714,866,763,-,6.13%,28.60%,0.00%,55.56%,2022,Q2
2628,Non Strata,599,714,866,763,-,6.13%,28.60%,0.00%,55.56%,2022,Q2
2629,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2629,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2630,Total,433,605,741,589,51,5.22%,42.35%,21.43%,0.00%,2022,Q2
2630,Non Strata,433,605,741,589,51,5.22%,43.20%,21.43%,10.87%,2022,Q2
2631,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2631,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2632,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2632,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2633,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2633,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2640,Total,415,570,700,583,177,11.33%,26.11%,-12.81%,-25.63%,2022,Q2
2640,Non Strata,461,608,720,620,154,11.47%,23.23%,-8.33%,-18.52%,2022,Q2
2640,Strata,288,350,378,332,-,17.06%,23.89%,-34.29%,-53.06%,2022,Q2
2641,Total,300,426,514,431,114,6.78%,28.94%,22.58%,6.54%,2022,Q2
2641,Non Strata,421,475,558,506,79,7.95%,34.56%,38.60%,-10.23%,2022,Q2
2641,Strata,230,255,293,263,35,-2.67%,0.99%,-2.78%,84.21%,2022,Q2
2642,Total,244,330,545,380,-,-41.12%,-25.34%,35.71%,18.75%,2022,Q2
2642,Non Strata,244,330,545,380,-,-41.12%,-25.34%,35.71%,18.75%,2022,Q2
2643,Total,375,430,502,432,-,8.86%,27.41%,5.00%,31.25%,2022,Q2
2643,Non Strata,412,445,527,456,-,11.82%,27.00%,0.00%,20.00%,2022,Q2
2643,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2644,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2644,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2645,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2645,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2646,Total,345,400,545,463,31,14.12%,21.21%,-3.12%,-31.11%,2022,Q2
2646,Non Strata,360,400,560,477,-,14.12%,11.27%,-9.37%,-23.68%,2022,Q2
2646,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2647,Total,490,662,790,665,-,-3.36%,23.74%,-40.00%,-28.57%,2022,Q2
2647,Non Strata,605,765,818,730,-,11.68%,34.92%,-7.69%,-20.00%,2022,Q2
2647,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2648,Total,220,270,413,350,-,-14.29%,-14.96%,50.00%,50.00%,2022,Q2
2648,Non Strata,220,270,413,350,-,-14.29%,-14.96%,50.00%,50.00%,2022,Q2
2650,Total,420,515,668,548,295,3.00%,35.35%,-1.99%,-24.36%,2022,Q2
2650,Non Strata,445,530,680,572,257,0.43%,29.27%,-2.65%,-24.19%,2022,Q2
2650,Strata,251,339,420,390,38,1.73%,53.98%,2.70%,-25.49%,2022,Q2
2651,Total,410,455,494,451,-,10.16%,26.37%,-17.65%,-6.67%,2022,Q2
2651,Non Strata,410,455,494,451,-,10.16%,26.37%,-17.65%,-6.67%,2022,Q2
2652,Total,265,420,478,376,-,140.00%,21.74%,11.76%,0.00%,2022,Q2
2652,Non Strata,265,420,478,376,-,140.00%,21.74%,11.76%,0.00%,2022,Q2
2653,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2653,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2656,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2656,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2658,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2658,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2659,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2659,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2660,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2660,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2663,Total,293,360,444,380,-,-5.76%,21.01%,0.00%,8.33%,2022,Q2
2663,Non Strata,293,360,444,380,-,-5.76%,21.01%,0.00%,8.33%,2022,Q2
2665,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2665,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2666,Total,342,400,480,421,-,17.65%,0.76%,45.00%,31.82%,2022,Q2
2666,Non Strata,342,400,480,421,-,21.21%,0.76%,52.63%,31.82%,2022,Q2
2668,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2668,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2669,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2669,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2671,Total,232,270,358,285,-,8.10%,3.94%,29.41%,0.00%,2022,Q2
2671,Non Strata,232,270,358,285,-,8.10%,3.94%,29.41%,0.00%,2022,Q2
2672,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2672,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2675,Total,130,219,388,268,-,-24.61%,-23.16%,133.33%,100.00%,2022,Q2
2675,Non Strata,130,219,388,268,-,-24.61%,-23.16%,133.33%,100.00%,2022,Q2
2680,Total,429,543,661,561,73,14.21%,8.50%,4.29%,-5.19%,2022,Q2
2680,Non Strata,454,551,703,580,68,15.89%,5.87%,-1.45%,-6.85%,2022,Q2
2680,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2681,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2681,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2700,Total,241,293,342,298,-,-11.36%,25.08%,-18.52%,-38.89%,2022,Q2
2700,Non Strata,241,293,342,298,-,-11.36%,25.08%,-18.52%,-38.89%,2022,Q2
2701,Total,483,663,710,627,-,71.10%,72.21%,175.00%,57.14%,2022,Q2
2701,Non Strata,483,663,710,627,-,71.10%,72.21%,175.00%,57.14%,2022,Q2
2702,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2702,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2703,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2703,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2705,Total,236,294,440,359,50,-13.40%,15.29%,13.64%,19.05%,2022,Q2
2705,Non Strata,248,314,458,375,44,-7.51%,18.49%,0.00%,12.82%,2022,Q2
2705,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2706,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2706,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2707,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2707,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2710,Total,213,300,380,318,53,0.00%,9.69%,-30.26%,-5.36%,2022,Q2
2710,Non Strata,220,320,390,331,49,6.67%,16.36%,-35.53%,-10.91%,2022,Q2
2710,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2711,Total,154,213,294,227,-,-18.27%,57.41%,-20.00%,6.67%,2022,Q2
2711,Non Strata,154,213,294,227,-,-18.27%,57.41%,-20.00%,6.67%,2022,Q2
2712,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2712,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2713,Total,216,283,360,298,-,-4.24%,26.97%,29.41%,0.00%,2022,Q2
2713,Non Strata,216,283,360,298,-,-4.24%,26.97%,29.41%,0.00%,2022,Q2
2714,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2714,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2715,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2715,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2716,Total,196,235,304,302,-,49.21%,-28.79%,10.00%,-35.29%,2022,Q2
2716,Non Strata,196,235,304,302,-,49.21%,-28.79%,10.00%,-35.29%,2022,Q2
2717,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2717,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2720,Total,355,440,590,473,-,1.73%,31.74%,-41.30%,-18.18%,2022,Q2
2720,Non Strata,400,469,591,495,-,6.54%,40.35%,-46.67%,-27.27%,2022,Q2
2720,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2722,Total,340,385,451,401,-,-5.01%,52.78%,-21.43%,-38.89%,2022,Q2
2722,Non Strata,340,385,451,401,-,-5.01%,52.78%,-21.43%,-38.89%,2022,Q2
2729,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2729,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2730,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2730,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2731,Total,415,597,760,645,37,-22.72%,41.47%,-28.85%,-5.13%,2022,Q2
2731,Non Strata,571,643,909,753,-,-20.62%,20.19%,-25.00%,17.39%,2022,Q2
2731,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2732,Total,278,353,490,388,-,-13.60%,2.17%,77.78%,33.33%,2022,Q2
2732,Non Strata,338,365,490,408,-,-10.54%,5.80%,55.56%,16.67%,2022,Q2
2732,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2737,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2737,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2738,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2738,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2739,Total,-,-,-,-,-,-,-,-,-,2022,Q2
2739,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2745,Total,868,975,1220,1081,92,-6.02%,15.56%,-4.17%,-40.26%,2022,Q2
2745,Non Strata,896,1020,1250,1101,87,-7.27%,18.60%,4.82%,-38.30%,2022,Q2
2745,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2747,Total,630,815,920,790,217,-2.51%,11.57%,8.50%,-19.03%,2022,Q2
2747,Non Strata,815,893,970,908,144,-1.11%,14.42%,12.50%,-23.81%,2022,Q2
2747,Strata,477,580,645,556,73,-3.33%,6.42%,1.39%,-7.59%,2022,Q2
2749,Total,796,831,935,894,48,-3.99%,6.54%,-7.69%,-37.66%,2022,Q2
2749,Non Strata,800,834,948,904,46,-5.66%,6.58%,4.55%,-36.99%,2022,Q2
2749,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
2750,Total,520,748,929,765,234,11.15%,15.00%,-17.02%,-25.71%,2022,Q2
2750,Non Strata,855,930,1125,1009,117,-1.06%,14.81%,1.74%,-23.53%,2022,Q2
2750,Strata,435,520,600,520,117,-7.14%,6.67%,-29.94%,-27.78%,2022,Q2
2752,Total,820,1059,1149,1079,-,-5.36%,17.80%,-12.50%,-40.00%,2022,Q2
2752,Non Strata,820,1059,1149,1079,-,-5.36%,17.80%,-12.50%,-40.00%,2022,Q2
2753,Total,770,905,1705,1181,49,4.02%,7.10%,-26.87%,-40.24%,2022,Q2
2753,Non Strata,823,1268,1840,1368,36,43.71%,37.03%,-36.84%,-48.57%,2022,Q2
2753,Strata,595,695,695,661,-,15.35%,21.40%,30.00%,8.33%,2022,Q2
2754,Total,855,1100,1405,1182,31,19.50%,25.00%,10.71%,6.90%,2022,Q2
2754,Non Strata,950,1265,1420,1304,-,29.74%,36.02%,13.64%,0.00%,2022,Q2
2754,Strata,-,-,-,-,-,-,-,-,-,2022,Q2
